ID.A	ID.B	WEIGHT
ENSG00000049245	ENSG00000106636	0.573105213501787
ENSG00000106636	ENSG00000105829	0.715677749045344
ENSG00000004059	ENSG00000132254	0.426550284762323
ENSG00000132254	ENSG00000134287	0.342173630655986
ENSG00000049245	ENSG00000135823	0.677732578980773
ENSG00000106636	ENSG00000135823	0.757167569534629
ENSG00000132254	ENSG00000120805	0.520446166307346
ENSG00000004059	ENSG00000090565	0.311647542758173
ENSG00000090565	ENSG00000103769	0.416405066031609
ENSG00000111481	ENSG00000095139	0.468027209872004
ENSG00000132254	ENSG00000143761	0.393029269851772
ENSG00000004059	ENSG00000151693	0.582171643794954
ENSG00000105829	ENSG00000162236	0.651777950023438
ENSG00000106636	ENSG00000162236	0.583109543912043
ENSG00000135823	ENSG00000162236	0.689563322254751
ENSG00000004059	ENSG00000164144	0.522460001590801
ENSG00000134287	ENSG00000164144	0.419111279497727
ENSG00000143761	ENSG00000164144	0.481401795491489
ENSG00000163479	ENSG00000180879	0.252388094235614
ENSG00000134287	ENSG00000181467	0.349615717687811
ENSG00000111481	ENSG00000184432	0.438377618172181
ENSG00000095139	ENSG00000184432	0.469867270980519
ENSG00000143761	ENSG00000105438	0.356070095393234
ENSG00000090565	ENSG00000185236	0.268158692357653
ENSG00000111716	ENSG00000150991	0.457539235349572
ENSG00000150991	ENSG00000141367	0.726376906647201
ENSG00000150991	ENSG00000164924	0.79826990759526
ENSG00000180879	ENSG00000150991	0.478896374393425
ENSG00000141367	ENSG00000100280	0.386222797310974
ENSG00000090565	ENSG00000132698	0.45651114959948
ENSG00000184432	ENSG00000107862	0.340210331082104
ENSG00000150991	ENSG00000099194	0.375951217335552
ENSG00000049245	ENSG00000124222	0.635633535294156
ENSG00000106636	ENSG00000124222	0.710134223969531
ENSG00000135823	ENSG00000124222	0.839777911097085
ENSG00000162236	ENSG00000124222	0.64672938254368
ENSG00000066777	ENSG00000124198	0.719245568383571
ENSG00000135823	ENSG00000117758	0.518657736517667
ENSG00000150991	ENSG00000160948	0.43332511060029
ENSG00000141367	ENSG00000116675	0.406940077110269
ENSG00000150991	ENSG00000066044	0.562451497319378
ENSG00000105404	ENSG00000138069	0.493758730013802
ENSG00000107862	ENSG00000138069	0.452540526879549
ENSG00000150991	ENSG00000134333	0.80365602818746
ENSG00000084774	ENSG00000021826	0.194908044049914
ENSG00000150991	ENSG00000021826	0.390891847500002
ENSG00000140374	ENSG00000117054	0.358762730921037
ENSG00000003056	ENSG00000105355	0.293682702933435
