ID.A	ID.B	WEIGHT
ENSG00000049245	ENSG00000106636	0.382626659109814
ENSG00000106636	ENSG00000105829	0.442414120990228
ENSG00000004059	ENSG00000132254	0.469848311667299
ENSG00000132254	ENSG00000134287	0.341903009309374
ENSG00000049245	ENSG00000135823	0.488715951100627
ENSG00000106636	ENSG00000135823	0.467429247428693
ENSG00000132254	ENSG00000120805	0.55837743033671
ENSG00000004059	ENSG00000090565	0.343553799523706
ENSG00000090565	ENSG00000103769	0.285992639099372
ENSG00000111481	ENSG00000095139	0.422216942140723
ENSG00000132254	ENSG00000143761	0.357077314766924
ENSG00000004059	ENSG00000151693	0.622658721089567
ENSG00000105829	ENSG00000162236	0.357865801903253
ENSG00000106636	ENSG00000162236	0.296023243625862
ENSG00000135823	ENSG00000162236	0.378100369151187
ENSG00000004059	ENSG00000164144	0.495062587059924
ENSG00000134287	ENSG00000164144	0.360251136609656
ENSG00000143761	ENSG00000164144	0.376239766833726
ENSG00000163479	ENSG00000180879	0.4241707063987
ENSG00000134287	ENSG00000181467	0.183129465252219
ENSG00000111481	ENSG00000184432	0.429105219196612
ENSG00000095139	ENSG00000184432	0.447427139757699
ENSG00000143761	ENSG00000105438	0.413123247581774
ENSG00000090565	ENSG00000185236	0.278252868586274
ENSG00000111716	ENSG00000150991	0.384058761028332
ENSG00000150991	ENSG00000141367	0.659615739482819
ENSG00000150991	ENSG00000164924	0.495376739833367
ENSG00000180879	ENSG00000150991	0.68773858795816
ENSG00000141367	ENSG00000100280	0.296214497748576
ENSG00000090565	ENSG00000132698	0.386474345096341
ENSG00000184432	ENSG00000107862	0.393811798514199
ENSG00000150991	ENSG00000099194	0.19936322486622
ENSG00000049245	ENSG00000124222	0.344011389227388
ENSG00000106636	ENSG00000124222	0.329027494214832
ENSG00000135823	ENSG00000124222	0.420255570136077
ENSG00000162236	ENSG00000124222	0.266148123395928
ENSG00000066777	ENSG00000124198	0.633325385381437
ENSG00000135823	ENSG00000117758	0.693929811450685
ENSG00000150991	ENSG00000160948	0.288229861494835
ENSG00000141367	ENSG00000116675	0.89002674973955
ENSG00000150991	ENSG00000066044	0.31776080808577
ENSG00000105404	ENSG00000138069	0.479877706336502
ENSG00000107862	ENSG00000138069	0.508582698297894
ENSG00000150991	ENSG00000134333	0.699198942065635
ENSG00000084774	ENSG00000021826	0.35847853163611
ENSG00000150991	ENSG00000021826	0.704401082326025
ENSG00000140374	ENSG00000117054	0.503176938763199
ENSG00000003056	ENSG00000105355	0.189130890551986
ENSG00000141367	ENSG00000103365	0.290088647561647
ENSG00000003056	ENSG00000103365	0.132590328237973
ENSG00000134287	ENSG00000100083	0.254492314353756
ENSG00000141367	ENSG00000100083	0.464576573853837
ENSG00000143761	ENSG00000100083	0.265787167015051
ENSG00000150991	ENSG00000100083	0.367826518862454
ENSG00000003056	ENSG00000100083	0.21234323003234
ENSG00000150991	ENSG00000177606	0.186612114152783
ENSG00000150991	ENSG00000091831	0.705222472893455
ENSG00000177606	ENSG00000091831	0.251993440546336
ENSG00000091831	ENSG00000173153	0.773040451862538
ENSG00000066044	ENSG00000096717	0.290059071970444
ENSG00000177606	ENSG00000096717	0.170343652433652
ENSG00000150991	ENSG00000108773	0.458101253606664
ENSG00000108773	ENSG00000130699	0.336439551592791
ENSG00000096717	ENSG00000114166	0.264887771411709
ENSG00000108773	ENSG00000114166	0.25454263035559
ENSG00000150991	ENSG00000109819	0.693331866583992
ENSG00000173153	ENSG00000109819	0.760006381015826
ENSG00000096717	ENSG00000109819	0.632888615183171
ENSG00000091831	ENSG00000125686	0.8779893024946
ENSG00000108773	ENSG00000125686	0.570327826445744
ENSG00000137504	ENSG00000172534	0.460660298040404
ENSG00000100603	ENSG00000084676	0.223134899239804
ENSG00000177606	ENSG00000084676	0.0847525359663328
ENSG00000091831	ENSG00000084676	0.32028677918109
ENSG00000114166	ENSG00000084676	0.131791881017443
ENSG00000109819	ENSG00000084676	0.314886491833832
ENSG00000177606	ENSG00000180530	0.232035224622866
ENSG00000173153	ENSG00000180530	0.711814619069432
ENSG00000091831	ENSG00000180530	0.876880129941368
ENSG00000114166	ENSG00000180530	0.360819394566556
ENSG00000150991	ENSG00000185591	0.611114582167906
ENSG00000177606	ENSG00000185591	0.218366362456791
ENSG00000091831	ENSG00000185591	0.825224379605104
ENSG00000114166	ENSG00000185591	0.339564041724363
ENSG00000172534	ENSG00000185591	0.500581200207489
ENSG00000164924	ENSG00000163932	0.255516747096495
ENSG00000185591	ENSG00000163932	0.315214659031633
ENSG00000150991	ENSG00000100644	0.507502029162095
ENSG00000134333	ENSG00000100644	0.679456731074118
ENSG00000177606	ENSG00000100644	0.181343033338253
ENSG00000084676	ENSG00000100644	0.230489237929819
ENSG00000185591	ENSG00000100644	0.593859474507832
ENSG00000091831	ENSG00000196367	0.548353783221978
ENSG00000108773	ENSG00000196367	0.356201858518902
ENSG00000130699	ENSG00000196367	0.298233898961437
ENSG00000114166	ENSG00000196367	0.225637089169376
ENSG00000150991	ENSG00000197122	0.499561920343606
ENSG00000177606	ENSG00000197122	0.178505835976583
ENSG00000091831	ENSG00000197122	0.674588183327981
ENSG00000163932	ENSG00000197122	0.257675475240145
ENSG00000150991	ENSG00000185345	0.280328866512889
ENSG00000177606	ENSG00000137947	0.109812116604135
ENSG00000091831	ENSG00000137947	0.414988988130908
ENSG00000084676	ENSG00000137947	0.139572558182242
ENSG00000185591	ENSG00000137947	0.359611089881159
ENSG00000150991	ENSG00000124151	0.409482754782118
ENSG00000091831	ENSG00000124151	0.552948926656799
ENSG00000114166	ENSG00000124151	0.227527902765768
ENSG00000084676	ENSG00000124151	0.185972395521177
ENSG00000180530	ENSG00000124151	0.509154635627076
ENSG00000091831	ENSG00000169297	0.54486781234039
ENSG00000173153	ENSG00000196482	0.596137240304866
ENSG00000109819	ENSG00000196482	0.72199567652665
ENSG00000105229	ENSG00000188612	0.335252309556042
ENSG00000096717	ENSG00000103510	0.339616185694591
ENSG00000172534	ENSG00000103510	0.304757320556428
ENSG00000150991	ENSG00000135679	0.508597216585335
ENSG00000091831	ENSG00000135679	0.686789081413541
ENSG00000114166	ENSG00000135679	0.28260056544687
ENSG00000185591	ENSG00000135679	0.595141020965344
ENSG00000100644	ENSG00000135679	0.49423673496066
ENSG00000196367	ENSG00000135679	0.395465570894919
ENSG00000150991	ENSG00000100387	0.41973057995672
ENSG00000150991	ENSG00000101266	0.660828268415692
ENSG00000100083	ENSG00000101266	0.465430574908715
ENSG00000177606	ENSG00000101266	0.236130292736015
ENSG00000096717	ENSG00000101266	0.603218614099045
ENSG00000101266	ENSG00000004478	0.335165445904064
ENSG00000189369	ENSG00000105640	0.22738757982656
ENSG00000150991	ENSG00000113580	0.519040610942659
ENSG00000177606	ENSG00000113580	0.185466054134768
