ID.A	ID.B	WEIGHT
ENSG00000049245	ENSG00000106636	0.506875481277127
ENSG00000106636	ENSG00000105829	0.455646959964352
ENSG00000004059	ENSG00000132254	0.705545531153948
ENSG00000132254	ENSG00000134287	0.394159991340117
ENSG00000049245	ENSG00000135823	0.528324393708583
ENSG00000106636	ENSG00000135823	0.597611438226316
ENSG00000132254	ENSG00000120805	0.365700940222574
ENSG00000004059	ENSG00000090565	0.447499458757307
ENSG00000090565	ENSG00000103769	0.384363498592769
ENSG00000111481	ENSG00000095139	0.430036952849805
ENSG00000132254	ENSG00000143761	0.661086263890861
ENSG00000004059	ENSG00000151693	0.53023696423008
ENSG00000105829	ENSG00000162236	0.443433406712984
ENSG00000106636	ENSG00000162236	0.557981054138752
ENSG00000135823	ENSG00000162236	0.581592546922894
ENSG00000004059	ENSG00000164144	0.370574892779108
ENSG00000134287	ENSG00000164144	0.207025330158043
ENSG00000143761	ENSG00000164144	0.347223475370071
ENSG00000163479	ENSG00000180879	0.523547874211027
ENSG00000134287	ENSG00000181467	0.439164321281663
ENSG00000111481	ENSG00000184432	0.253691166192746
ENSG00000095139	ENSG00000184432	0.181458423843157
ENSG00000143761	ENSG00000105438	0.666033631056264
ENSG00000090565	ENSG00000185236	0.405932019917731
ENSG00000111716	ENSG00000150991	0.199797033404154
ENSG00000150991	ENSG00000141367	0.217039169519274
ENSG00000150991	ENSG00000164924	0.315677296154456
ENSG00000180879	ENSG00000150991	0.341893409545867
ENSG00000141367	ENSG00000100280	0.406812872187841
ENSG00000090565	ENSG00000132698	0.496292487551418
ENSG00000184432	ENSG00000107862	0.24216296926468
ENSG00000150991	ENSG00000099194	0.41537415044583
ENSG00000049245	ENSG00000124222	0.374196566878497
ENSG00000106636	ENSG00000124222	0.423270534494678
ENSG00000135823	ENSG00000124222	0.441181625017969
ENSG00000162236	ENSG00000124222	0.411924826815228
ENSG00000066777	ENSG00000124198	0.188223913566905
ENSG00000135823	ENSG00000117758	0.354423309718638
ENSG00000150991	ENSG00000160948	0.392888791652428
ENSG00000141367	ENSG00000116675	0.188764804727745
ENSG00000150991	ENSG00000066044	0.387822023583511
ENSG00000105404	ENSG00000138069	0.3396068759453
ENSG00000107862	ENSG00000138069	0.366429227438218
ENSG00000150991	ENSG00000134333	0.326541858531089
ENSG00000084774	ENSG00000021826	0.609344206495559
ENSG00000150991	ENSG00000021826	0.318399738698949
ENSG00000140374	ENSG00000117054	0.172699212347167
ENSG00000003056	ENSG00000105355	0.533516497719422
ENSG00000141367	ENSG00000103365	0.308092208678435
ENSG00000003056	ENSG00000103365	0.461995180748812
ENSG00000134287	ENSG00000100083	0.378328642563325
ENSG00000141367	ENSG00000100083	0.352609830317193
ENSG00000143761	ENSG00000100083	0.634533880480208
ENSG00000150991	ENSG00000100083	0.352405062703769
ENSG00000003056	ENSG00000100083	0.52875093138505
ENSG00000150991	ENSG00000177606	0.229769109194911
ENSG00000150991	ENSG00000091831	0.357522246375361
ENSG00000177606	ENSG00000091831	0.37871182750859
ENSG00000091831	ENSG00000173153	0.723561873402315
ENSG00000066044	ENSG00000096717	0.293446739750405
ENSG00000177606	ENSG00000096717	0.173855510745853
ENSG00000150991	ENSG00000108773	0.406778290189608
ENSG00000108773	ENSG00000130699	0.689466747520677
ENSG00000096717	ENSG00000114166	0.142479502498247
ENSG00000108773	ENSG00000114166	0.35312421007744
ENSG00000150991	ENSG00000109819	0.0626665941260064
ENSG00000173153	ENSG00000109819	0.126826116990633
ENSG00000096717	ENSG00000109819	0.0474168732544367
ENSG00000091831	ENSG00000125686	0.360763005842796
ENSG00000108773	ENSG00000125686	0.410465530937404
ENSG00000137504	ENSG00000172534	0.442881108326298
ENSG00000100603	ENSG00000084676	0.149775425294424
ENSG00000177606	ENSG00000084676	0.17118532934905
ENSG00000091831	ENSG00000084676	0.266365499304177
ENSG00000114166	ENSG00000084676	0.140291213410576
ENSG00000109819	ENSG00000084676	0.0466886153331583
ENSG00000177606	ENSG00000180530	0.191959340616178
ENSG00000173153	ENSG00000180530	0.366755010074684
ENSG00000091831	ENSG00000180530	0.298689997581926
ENSG00000114166	ENSG00000180530	0.157316102512655
ENSG00000150991	ENSG00000185591	0.314719399703616
ENSG00000177606	ENSG00000185591	0.333372147390873
ENSG00000091831	ENSG00000185591	0.518729255781102
ENSG00000114166	ENSG00000185591	0.273207892595702
ENSG00000172534	ENSG00000185591	0.52505656038874
ENSG00000164924	ENSG00000163932	0.493014199072601
ENSG00000185591	ENSG00000163932	0.491518188566751
ENSG00000150991	ENSG00000100644	0.155254848440094
ENSG00000134333	ENSG00000100644	0.233721244240904
ENSG00000177606	ENSG00000100644	0.164456472229106
ENSG00000084676	ENSG00000100644	0.115669823747756
ENSG00000185591	ENSG00000100644	0.22525935883493
ENSG00000091831	ENSG00000196367	0.490933511118102
ENSG00000108773	ENSG00000196367	0.558569700973899
ENSG00000130699	ENSG00000196367	0.50484842837605
ENSG00000114166	ENSG00000196367	0.258568238599184
ENSG00000150991	ENSG00000197122	0.384444178204233
ENSG00000177606	ENSG00000197122	0.407229364826448
ENSG00000091831	ENSG00000197122	0.633651572280144
ENSG00000163932	ENSG00000197122	0.600412005913618
ENSG00000150991	ENSG00000185345	0.22797935529992
ENSG00000177606	ENSG00000137947	0.161465869064686
ENSG00000091831	ENSG00000137947	0.251241955122813
ENSG00000084676	ENSG00000137947	0.113566394577477
ENSG00000185591	ENSG00000137947	0.221163069146748
ENSG00000150991	ENSG00000124151	0.202998424174066
ENSG00000091831	ENSG00000124151	0.334587640913514
ENSG00000114166	ENSG00000124151	0.176222920230131
ENSG00000084676	ENSG00000124151	0.151240313466582
ENSG00000180530	ENSG00000124151	0.169593918813174
ENSG00000091831	ENSG00000169297	0.103288820974916
ENSG00000173153	ENSG00000196482	0.126826116990633
ENSG00000109819	ENSG00000196482	0.018104491922981
ENSG00000105229	ENSG00000188612	0.619584438570677
ENSG00000096717	ENSG00000103510	0.275822769160261
ENSG00000172534	ENSG00000103510	0.608157222249225
ENSG00000150991	ENSG00000135679	0.301661758610587
ENSG00000091831	ENSG00000135679	0.49720728906147
ENSG00000114166	ENSG00000135679	0.261872555121567
ENSG00000185591	ENSG00000135679	0.437681238379218
ENSG00000100644	ENSG00000135679	0.215913395849227
ENSG00000196367	ENSG00000135679	0.414228395089214
ENSG00000150991	ENSG00000100387	0.357648285382051
ENSG00000150991	ENSG00000101266	0.383713151965434
ENSG00000100083	ENSG00000101266	0.623394522309909
ENSG00000177606	ENSG00000101266	0.406455012221375
ENSG00000096717	ENSG00000101266	0.290337749267512
ENSG00000101266	ENSG00000004478	0.785441424604202
ENSG00000189369	ENSG00000105640	0.466015723996646
ENSG00000150991	ENSG00000113580	0.1484739498802
ENSG00000177606	ENSG00000113580	0.157273684271705
ENSG00000109819	ENSG00000113580	0.0428943915632978
ENSG00000125686	ENSG00000113580	0.149819791610666
ENSG00000084676	ENSG00000113580	0.110617837615568
ENSG00000180530	ENSG00000113580	0.124041746157903
ENSG00000197122	ENSG00000113580	0.263146567068324
ENSG00000124151	ENSG00000113580	0.138949531479983
ENSG00000004478	ENSG00000113580	0.303918669748965
ENSG00000150991	ENSG00000074800	0.427171401471964
ENSG00000091831	ENSG00000106546	0.360015138273388
ENSG00000084676	ENSG00000106546	0.16273405143275
ENSG00000197122	ENSG00000106546	0.387124788395082
ENSG00000177606	ENSG00000127445	0.425974038232006
ENSG00000100216	ENSG00000130204	0.770576754728966
ENSG00000132603	ENSG00000136718	0.557526845004826
ENSG00000150991	ENSG00000108854	0.219030585824968
ENSG00000164924	ENSG00000102882	0.487768196359053
ENSG00000177606	ENSG00000102882	0.355027318518946
ENSG00000185591	ENSG00000102882	0.486288104411305
ENSG00000163932	ENSG00000102882	0.523446202257391
ENSG00000004478	ENSG00000107537	0.501027212778005
